#"Step","Time (ps)","Potential Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
1525000,3049.999999941701,-7138.230179908011,-5596.275422193957,295.3094113163757,1.93e+03
1550000,3099.9999999405186,-6951.5312821897805,-5361.536480665303,304.50986093157735,1.93e+03
1575000,3149.9999999393362,-7021.457442500378,-5463.281295469571,298.4160711621972,1.93e+03
1600000,3199.999999938154,-7151.03920106349,-5489.097030021463,318.2889521997853,1.93e+03
1625000,3249.9999999369716,-7061.635699805689,-5448.269063038577,308.9859474525062,1.93e+03
1650000,3299.999999935789,-7034.871276534518,-5370.762294286265,318.7039317823852,1.93e+03
1675000,3349.999999934607,-6991.190368398211,-5407.973519199061,303.21177283845435,1.93e+03
1700000,3399.9999999334245,-7039.127180380336,-5414.517159194883,311.139238408141,1.93e+03
1725000,3449.999999932242,-7055.775292081364,-5566.725126388599,285.17732161168044,1.93e+03
1750000,3499.99999993106,-7146.992930498279,-5643.969197883776,287.853486914848,1.93e+03
1775000,3549.9999999298775,-7012.441201635076,-5302.0312521003,327.57131996245903,1.93e+03
1800000,3599.999999928695,-6976.663409119646,-5368.362392000077,308.0157989130726,1.93e+03
1825000,3649.999999927513,-7064.987464702735,-5458.812591230548,307.608607829326,1.93e+03
1850000,3699.9999999263305,-7056.646396949082,-5499.2884585110705,298.2593709109976,1.93e+03
1875000,3749.999999925148,-7154.873635024476,-5493.232048827142,318.23138531392647,1.93e+03
1900000,3799.999999923966,-6986.755159887777,-5372.711809787143,309.1155490605641,1.93e+03
1925000,3849.9999999227834,-7009.120373109876,-5439.892041431261,300.5327442524913,1.93e+03
1950000,3899.999999921601,-7035.6390911193885,-5395.071170992033,314.19543556230764,1.93e+03
1975000,3949.9999999204188,-6964.231920539905,-5335.384426693856,311.95078333227684,1.93e+03
2000000,3999.9999999192364,-7047.17952706608,-5518.319191969956,292.801616444001,1.93e+03
2025000,4049.999999918054,-6965.18666832388,-5277.11483544727,323.2932073607514,1.93e+03
2050000,4099.999999917781,-7048.932117339518,-5427.232447519398,310.581858793648,1.93e+03
2075000,4149.999999927967,-7002.604648753953,-5318.647287964658,322.50521904662986,1.93e+03
2100000,4199.999999938153,-6962.864987840607,-5521.352906963107,276.0730053068911,1.93e+03
2125000,4249.99999994834,-7141.885507837732,-5616.056339168694,292.2210987804921,1.93e+03
2150000,4299.999999958526,-7097.811278621119,-5652.961019102886,276.7123208019353,1.93e+03
2175000,4349.9999999687125,-7068.613485495629,-5491.393526146056,302.0632709110484,1.93e+03
2200000,4399.999999978899,-7110.4488940545725,-5530.497903069392,302.5863078812077,1.93e+03
2225000,4449.999999989085,-7131.97676042078,-5640.2466508044545,285.6905744541964,1.92e+03
2250000,4499.9999999992715,-6987.178371793134,-5418.27521757116,300.47046748151996,1.92e+03
2275000,4550.000000009458,-7001.312184214948,-5394.9617013718,307.6422398796182,1.92e+03
2300000,4600.000000019644,-7164.504481485538,-5603.104835635696,299.03342360646707,1.92e+03
2325000,4650.0000000298305,-7013.0198316169335,-5528.875089174149,284.2378532874886,1.92e+03
2350000,4700.000000040017,-6992.1972690008915,-5537.59937649579,278.579151034586,1.92e+03
2375000,4750.000000050203,-7171.9305498006115,-5654.0212503886,290.7043150251357,1.92e+03
2400000,4800.0000000603895,-6953.291669882534,-5393.625582918456,298.70141888876947,1.92e+03
2425000,4850.000000070576,-7090.892394574449,-5460.333610609976,312.2785232188948,1.92e+03
2450000,4900.000000080762,-7107.760170343882,-5494.432903188084,308.97840753171215,1.92e+03
2475000,4950.000000090949,-7076.342412926525,-5440.8916076486175,313.2154248542964,1.92e+03
2500000,5000.000000101135,-7126.79925263647,-5552.0575013218095,301.58865377183037,1.92e+03
2525000,5050.000000111321,-7081.238359971952,-5529.914815267756,297.10368637987284,1.92e+03
2550000,5100.000000121508,-6875.064387144466,-5298.654613477192,301.9081071776771,1.92e+03
2575000,5150.000000131694,-6940.204420845625,-5425.097741801152,290.1675676486379,1.92e+03
2600000,5200.00000014188,-7057.154928519684,-5426.454490472056,312.3056522793928,1.92e+03
2625000,5250.000000152067,-7032.816274261249,-5475.572050083432,298.23759278095287,1.92e+03
2650000,5300.000000162253,-7103.058347740696,-5574.384656595732,292.76587109215654,1.92e+03
2675000,5350.000000172439,-6980.413933086097,-5405.216759519845,301.6758745390709,1.92e+03
2700000,5400.000000182626,-7132.678044637997,-5488.4466525213575,314.8970500235086,1.92e+03
2725000,5450.000000192812,-6955.284474466009,-5358.661164324162,305.77932812437797,1.92e+03
2750000,5500.000000202998,-6943.571249267776,-5319.383944807545,311.0582812810565,1.92e+03
2775000,5550.000000213185,-6994.064877212126,-5515.002521437702,283.264493590904,1.92e+03
2800000,5600.000000223371,-7045.372596601532,-5474.767087746856,300.7964960773137,1.92e+03
2825000,5650.000000233557,-7024.5080766239635,-5417.65333070401,307.7388144591348,1.92e+03
2850000,5700.000000243744,-6923.19580452845,-5300.344297688019,310.8024543141708,1.92e+03
2875000,5750.00000025393,-7035.867131005064,-5522.579511603155,289.81918814560294,1.92e+03
2900000,5800.000000264116,-7062.403657393109,-5446.800139520929,309.41434656020857,1.92e+03
2925000,5850.000000274303,-6977.002317595498,-5375.6891123152245,306.677519310297,1.92e+03
2950000,5900.000000284489,-6970.121589514721,-5492.40849661738,283.0060878082771,1.92e+03
2975000,5950.000000294675,-6991.157839045668,-5393.430207800498,305.9908235740956,1.92e+03
3000000,6000.000000304862,-7055.680493773924,-5506.65138211748,296.6642651392387,1.92e+03
3025000,6050.000000315048,-7004.1840944634305,-5506.394488783244,286.8510664897381,1.92e+03
3050000,6100.000000325234,-7039.869057105785,-5493.689098181159,296.11860605827377,1.92e+03
3075000,6150.000000335421,-6991.712623842481,-5564.536477522034,273.3274407087509,1.92e+03
3100000,6200.000000345607,-6966.019745606876,-5453.67728544127,289.6381747817045,1.92e+03
3125000,6250.000000355793,-6976.879014563981,-5455.491639870239,291.37042300192536,1.92e+03
3150000,6300.00000036598,-7028.054689490316,-5395.781799798173,312.6068023404709,1.92e+03
3175000,6350.000000376166,-7055.0820385377665,-5548.969095339561,288.4451209782612,1.92e+03
3200000,6400.000000386352,-6900.456183548324,-5337.337304236131,299.36268477262155,1.92e+03
3225000,6450.000000396539,-6973.231401833045,-5312.431265168152,318.0702340448411,1.92e+03
3250000,6500.000000406725,-7087.61395435533,-5610.02863654639,282.9816168009744,1.92e+03
3275000,6550.0000004169115,-6994.327020622547,-5343.505738265384,316.15912116913245,1.92e+03
3300000,6600.000000427098,-7031.911712441294,-5409.928103642498,310.63623772547027,1.92e+03
3325000,6650.000000437284,-7056.358303389643,-5486.483692651031,300.6565172022481,1.92e+03
3350000,6700.0000004474705,-7063.035935251641,-5543.6233194539245,290.9922245598764,1.92e+03
3375000,6750.000000457657,-6926.037427950118,-5420.0787048407665,288.415585323324,1.92e+03
3400000,6800.000000467843,-7063.97899970374,-5541.26876303304,291.62377258284755,1.92e+03
3425000,6850.0000004780295,-7052.818922062263,-5432.130461210687,310.3881958319271,1.92e+03
3450000,6900.000000488216,-6997.119414780565,-5421.838092045975,301.6919904732386,1.92e+03
