#"Step","Time (ps)","Potential Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
25000,50.00000000001514,-7115.4296847298765,-5540.4029920016865,301.6432246862287,0
50000,99.99999999994834,-7099.6640022452875,-5534.3408549159185,299.7848379436399,1.91e+03
75000,149.99999999998812,-7162.529923699454,-5675.450193648989,284.79995114302494,1.92e+03
100000,200.00000000022686,-7196.976245425589,-5631.719937145217,299.77203717882253,1.91e+03
125000,250.0000000004656,-7043.829722046037,-5492.898153186281,297.028616631365,1.91e+03
150000,300.00000000070435,-7081.773394644162,-5533.811470603045,296.4598813563359,1.91e+03
175000,350.0000000009431,-7095.279104641422,-5589.91775465375,288.30117865606155,1.91e+03
200000,400.00000000118183,-7198.571273957796,-5614.819800561544,303.31416206623936,1.92e+03
225000,450.0000000014206,-7106.64317293251,-5424.184906405421,322.21811811719914,1.91e+03
250000,500.0000000016593,-7015.4975613485185,-5364.8125285404,316.133027164805,1.91e+03
275000,550.000000000818,-6909.333222035948,-5263.972186551686,315.1133950986289,1.91e+03
300000,599.9999999996356,-7241.6052647669985,-5645.486556357916,305.68268868673806,1.91e+03
325000,649.9999999984533,-6946.607222312315,-5516.348291174258,273.9178441334618,1.91e+03
350000,699.999999997271,-7094.051771435238,-5483.234043498187,308.4977899612836,1.91e+03
375000,749.9999999960886,-7041.43983028042,-5447.641323009144,305.2383324378187,1.91e+03
400000,799.9999999949063,-7072.323499713602,-5358.5362930854735,328.21811961667237,1.91e+03
425000,849.9999999937239,-7056.752458386324,-5460.366484688653,305.73387433576147,1.91e+03
450000,899.9999999925416,-7070.935032145575,-5553.7765493695115,290.5605214295979,1.91e+03
475000,949.9999999913592,-7082.719565655916,-5586.60940863191,286.52942476094444,1.91e+03
500000,999.9999999901769,-7075.930551127891,-5529.656985713578,296.1365332232741,1.91e+03
525000,1049.9999999889947,-7154.995100119094,-5495.0598901577,317.9045865157135,1.91e+03
550000,1099.9999999878123,-7150.667695840981,-5701.132167033207,277.609626062567,1.91e+03
575000,1149.99999998663,-7092.9155785575695,-5480.798030274794,308.7467266951226,1.91e+03
600000,1199.9999999854476,-7077.339587854574,-5557.216113496325,291.12836553417543,1.91e+03
625000,1249.9999999842653,-7096.501842484901,-5598.724923168567,286.84863684475505,1.91e+03
650000,1299.999999983083,-7142.891112843758,-5515.479336376749,311.67582010660493,1.91e+03
675000,1349.9999999819006,-7093.972847683636,-5443.302177556678,316.1302764777975,1.91e+03
700000,1399.9999999807183,-7001.636072900629,-5436.732057556202,299.7045673526138,1.91e+03
725000,1449.999999979536,-7118.78285646021,-5570.061059118122,296.60540945050474,1.92e+03
750000,1499.9999999783536,-6962.259960953832,-5365.338078976494,305.83650948623927,1.92e+03
775000,1549.9999999771712,-7186.963436679104,-5666.214790376518,291.2480961280402,1.92e+03
800000,1599.9999999759889,-7122.580193859312,-5586.307143788708,294.22127190692464,1.92e+03
825000,1649.9999999748065,-7058.712853778143,-5613.141252062258,276.850469563227,1.92e+03
850000,1699.9999999736242,-7178.364458759536,-5610.543807981097,300.26315046845014,1.92e+03
875000,1749.9999999724419,-7056.128737410819,-5506.70343117548,296.7401428439994,1.92e+03
