#"Step","Time (ps)","Potential Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
4575000,9150.0000009466,-7099.709818497377,-5623.291927062071,282.7580356657766,1.9e+03
4600000,9200.000000956787,-7051.092590075493,-5519.109844056516,293.39960891226417,1.9e+03
4625000,9250.000000966973,-7088.024608286949,-5509.939237234072,302.2290113255257,1.9e+03
4650000,9300.00000097716,-7083.941516392441,-5463.999550504956,310.2452299068291,1.9e+03
4675000,9350.000000987346,-7064.157924986891,-5590.07616977485,282.31062758885616,1.9e+03
4700000,9400.000000997532,-6961.820215161677,-5398.201089595659,299.458490065216,1.9e+03
4725000,9450.000001007718,-7172.844251087566,-5630.712251987048,295.3433559241764,1.9e+03
4750000,9500.000001017905,-7134.380998649718,-5525.791697030088,308.071010082907,1.9e+03
4775000,9550.000001028091,-7058.692051416025,-5580.0220892802,283.18934382802075,1.9e+03
4800000,9600.000001038277,-7068.825036076225,-5501.448338894251,300.1781261351693,1.9e+03
4825000,9650.000001048464,-7110.402219312986,-5595.3729973191275,290.1527333638415,1.9e+03
4850000,9700.00000105865,-7154.669269439822,-5572.98175192097,302.9188809517393,1.9e+03
4875000,9750.000001068836,-7058.010389486968,-5422.503191015405,313.2262250679457,1.9e+03
4900000,9800.000001079023,-7078.994254092772,-5524.640087410283,297.6840997725842,1.9e+03
4925000,9850.000001089209,-7139.6763821567265,-5659.125239801634,283.5496204316972,1.9e+03
4950000,9900.000001099395,-6957.807071626696,-5367.120868119028,304.6422756549131,1.9e+03
4975000,9950.000001109582,-7127.61698479355,-5628.013740335544,287.1984078090207,1.9e+03
5000000,10000.000001119768,-7118.377498295102,-5529.184125089926,304.3563743756319,1.91e+03
5025000,10050.000001129954,-7094.733447670478,-5539.580101914253,297.83715556142664,1.91e+03
5050000,10100.00000114014,-7157.0445665154875,-5620.601152807929,294.25389931384876,1.91e+03
5075000,10150.000001150327,-7261.88810648166,-5683.258967569974,302.3331517132215,1.91e+03
5100000,10200.000001160513,-7116.264535640825,-5645.505481042181,281.67427638774996,1.91e+03
5125000,10250.0000011707,-6911.9216382575605,-5370.490889358321,295.2090551069256,1.91e+03
5150000,10300.000001180886,-7101.773705708315,-5534.976880510258,300.0670712203915,1.91e+03
5175000,10350.000001191072,-6942.45921794686,-5505.712917437037,275.16028086552797,1.91e+03
5200000,10400.000001201259,-7120.930569528891,-5559.259091845162,299.0854838231762,1.91e+03
5225000,10450.000001211445,-7112.149190658188,-5519.27129238823,305.0620208431548,1.91e+03
5250000,10500.000001221631,-7037.644405023699,-5477.919123928579,298.7127555274768,1.91e+03
5275000,10550.000001231818,-7073.645537138504,-5481.517425886498,304.91842443620686,1.91e+03
5300000,10600.000001242004,-7115.51866942069,-5656.132388276327,279.4962053276124,1.91e+03
5325000,10650.00000125219,-7065.915141116631,-5518.8318762294,296.2916038396424,1.91e+03
5350000,10700.000001262377,-7020.86181700397,-5476.825421074604,295.70807888613547,1.91e+03
5375000,10750.000001272563,-7173.7361013489635,-5667.963421938108,288.379954929626,1.91e+03
5400000,10800.00000128275,-7048.553700392049,-5574.452749122975,282.3143039459437,1.91e+03
5425000,10850.000001292936,-7012.616737521121,-5512.249862644609,287.34465545229557,1.91e+03
5450000,10900.000001303122,-7103.239099807182,-5516.257886034674,303.9327098702171,1.91e+03
5475000,10950.000001313309,-6983.439298086192,-5436.973366383696,296.1733744957152,1.91e+03
5500000,11000.000001323495,-7090.387095224964,-5374.319545638578,328.65484237603556,1.91e+03
5525000,11050.000001333681,-7083.030051481073,-5622.009181146113,279.80925573924384,1.91e+03
5550000,11100.000001343868,-7164.108523479705,-5488.722024810104,320.86375957164944,1.91e+03
5575000,11150.000001354054,-7035.3478578534805,-5413.971855617957,310.5198711877269,1.91e+03
5600000,11200.00000136424,-7039.170662562585,-5519.572877012559,291.0276875786677,1.91e+03
5625000,11250.000001374427,-7034.707175070482,-5469.495530470015,299.7634833578016,1.91e+03
5650000,11300.000001384613,-7024.92712446497,-5513.627396870351,289.43847453748015,1.91e+03
5675000,11350.0000013948,-7136.039221347497,-5581.642738913169,297.6922039271986,1.91e+03
5700000,11400.000001404986,-7014.3589758650605,-5453.8917215786205,298.8548554595568,1.91e+03
5725000,11450.000001415172,-6931.20761127299,-5346.314441615757,303.5328154664419,1.91e+03
5750000,11500.000001425358,-7079.806499603414,-5560.494384848988,290.97297697574174,1.91e+03
5775000,11550.000001435545,-7036.891232689097,-5508.673063519157,292.678631226257,1.91e+03
5800000,11600.000001445731,-7119.498530431416,-5624.73929146746,286.2707019838628,1.91e+03
5825000,11650.000001455917,-6956.118478761343,-5244.862002363041,327.7334436230142,1.91e+03
5850000,11700.000001466104,-7176.131340688631,-5646.232261014582,293.00055292270144,1.91e+03
5875000,11750.00000147629,-7107.14101551636,-5558.000513675241,296.68559817102727,1.91e+03
5900000,11800.000001486476,-7004.950938203978,-5420.658873455001,303.4176941013637,1.91e+03
5925000,11850.000001496663,-6973.148028832783,-5340.132636534947,312.7490036640123,1.91e+03
5950000,11900.000001506849,-7152.949000224367,-5607.877834452018,295.9062541384574,1.91e+03
5975000,11950.000001517035,-7198.282663838994,-5675.153072191797,291.7040858803827,1.91e+03
6000000,12000.000001527222,-7001.750743070057,-5476.346601966638,292.1396990898926,1.91e+03
6025000,12050.000001537408,-7115.903639105854,-5446.193922790191,319.77656343523506,1.91e+03
6050000,12100.000001547594,-7123.354274963745,-5487.595457822332,313.2744141350359,1.91e+03
6075000,12150.00000155778,-7182.093928453641,-5609.083371557502,301.2571018880607,1.91e+03
6100000,12200.000001567967,-7012.617147635745,-5408.690240222333,307.17808577272524,1.91e+03
6125000,12250.000001578153,-7200.97043294861,-5712.364696152931,285.0922062506015,1.91e+03
6150000,12300.00000158834,-7073.244902518452,-5567.768085155138,288.32329253622356,1.91e+03
6175000,12350.000001598526,-7082.9544031095365,-5494.318122940202,304.24968199984113,1.91e+03
6200000,12400.000001608712,-7041.459095745727,-5536.053708180835,288.3096125682367,1.91e+03
6225000,12450.000001618899,-7122.066338390439,-5590.278302075163,293.36231883764304,1.91e+03
6250000,12500.000001629085,-7139.204027690158,-5420.52552811886,329.15488175732315,1.91e+03
6275000,12550.000001639271,-7083.632826589971,-5561.611602371873,291.49181549347793,1.91e+03
6300000,12600.000001649458,-6905.214747760943,-5389.345758102396,290.3135625279016,1.91e+03
6325000,12650.000001659644,-7163.02231197869,-5683.727249183069,283.30906076973656,1.91e+03
6350000,12700.00000166983,-7054.09102002875,-5483.77468368278,300.74111483938333,1.91e+03
6375000,12750.000001680017,-6906.972351969118,-5283.470578090961,310.9269910265151,1.91e+03
6400000,12800.000001690203,-7181.637318800807,-5653.527474931854,292.65788516953586,1.91e+03
6425000,12850.00000170039,-7133.833071248624,-5601.208607145713,293.52250836093435,1.91e+03
6450000,12900.000001710576,-7014.1451135406605,-5429.439840162293,303.4968302734763,1.91e+03
6475000,12950.000001720762,-7104.840904948529,-5500.893502394303,307.18201092548225,1.91e+03
6500000,13000.000001730948,-7081.738733398614,-5468.369152885551,308.98651122772685,1.91e+03
6525000,13050.000001741135,-7073.2320696928,-5477.645651513567,305.5807464516368,1.91e+03
6550000,13100.000001751321,-7101.267007432209,-5586.056221904724,290.1875057331106,1.91e+03
6575000,13150.000001761508,-7097.479564521958,-5461.712446745799,313.27600384157444,1.91e+03
6600000,13200.000001771694,-7124.635290940536,-5602.641135870057,291.48663131151136,1.91e+03
6625000,13250.00000178188,-7033.296506268797,-5416.685044669013,309.60738417519025,1.91e+03
6650000,13300.000001792067,-6899.477681179364,-5337.454596839318,299.15282221567605,1.91e+03
6675000,13350.000001802253,-7076.511362753956,-5576.037669491894,287.3651129102052,1.91e+03
6700000,13400.00000181244,-7224.176526568167,-5737.206284891308,284.77898233898327,1.91e+03
6725000,13450.000001822626,-7030.009140818214,-5483.986640317796,296.0884502094547,1.91e+03
6750000,13500.000001832812,-7145.466379234667,-5591.272529653532,297.65339644060384,1.91e+03
6775000,13550.000001842998,-7070.349556137329,-5515.023556594286,297.8702215692922,1.91e+03
6800000,13600.000001853185,-7177.483874251767,-5505.829763031263,320.14894667919395,1.91e+03
6825000,13650.000001863371,-7193.65802276904,-5621.731177265678,301.04955353306735,1.91e+03
6850000,13700.000001873557,-7145.732009615564,-5532.297705975047,308.9989067591593,1.91e+03
6875000,13750.000001883744,-7050.893531237091,-5442.602396762297,308.0139062258871,1.91e+03
6900000,13800.00000189393,-7164.546475665089,-5564.576506591175,306.42026773311903,1.91e+03
6925000,13850.000001904116,-7182.2438573708205,-5675.828281024108,288.50308014761,1.91e+03
6950000,13900.000001914303,-7120.285235261644,-5663.029220839342,279.0882246080151,1.91e+03
6975000,13950.000001924489,-7139.45335884383,-5600.3670449642095,294.76005767554847,1.91e+03
7000000,14000.000001934675,-7178.477083940143,-5590.2872553428415,304.1641792636168,1.91e+03
7025000,14050.000001944862,-7054.447846475844,-5554.553912091009,287.25407965719774,1.91e+03
7050000,14100.000001955048,-7055.631061061462,-5571.827732046407,284.17246706402534,1.91e+03
7075000,14150.000001965234,-7076.994787291956,-5618.95860511911,279.2376394193049,1.91e+03
7100000,14200.00000197542,-7020.607002920176,-5434.498478744796,303.7655756207194,1.91e+03
7125000,14250.000001985607,-7181.404390409894,-5758.850760746694,272.44215359768475,1.91e+03
7150000,14300.000001995793,-7099.979969916261,-5593.66595774951,288.4836289555141,1.91e+03
7175000,14350.00000200598,-7170.011306866408,-5671.613300593826,286.9675850969707,1.91e+03
7200000,14400.000002016166,-7057.781105556409,-5633.993545848216,272.6784712674277,1.91e+03
7225000,14450.000002026352,-7066.467738271495,-5433.170297875196,312.8030204615244,1.91e+03
7250000,14500.000002036539,-7033.469923046685,-5512.409359522035,291.3078333484524,1.91e+03
7275000,14550.000002046725,-7072.259435720733,-5568.956427790747,287.9069726793284,1.91e+03
7300000,14600.000002056911,-7103.984265342912,-5531.277232358592,301.1989721230521,1.91e+03
7325000,14650.000002067098,-7043.751239822273,-5455.1138940987485,304.24988607079644,1.91e+03
7350000,14700.000002077284,-7107.718213929668,-5718.248988339898,266.1059522002054,1.91e+03
7375000,14750.00000208747,-7122.438368627957,-5584.8200531141665,294.47891211595413,1.91e+03
7400000,14800.000002097657,-7199.99059329613,-5602.272136707046,305.9890664782569,1.91e+03
7425000,14850.000002107843,-7033.848865710449,-5434.452768143084,306.31036200733666,1.91e+03
7450000,14900.00000211803,-7138.13112800593,-5611.847845727113,292.30806892154425,1.91e+03
7475000,14950.000002128216,-7205.360272756514,-5607.024412845098,306.10730925467476,1.91e+03
7500000,15000.000002138402,-7059.956891742062,-5457.184373583229,306.9570014578358,1.91e+03
7525000,15050.000002148588,-7079.190165962542,-5614.486690666738,280.51453447563824,1.91e+03
7550000,15100.000002158775,-7020.503442797319,-5406.8493067145,309.04100824676766,1.91e+03
7575000,15150.000002168961,-7207.093492284287,-5615.956275837138,304.7286519671804,1.91e+03
7600000,15200.000002179147,-7067.36644044446,-5438.729001418086,311.91055441840496,1.91e+03
7625000,15250.000002189334,-7035.89884447501,-5375.364911857145,318.01925164083445,1.91e+03
7650000,15300.00000219952,-7191.425528116521,-5518.000423559733,320.4881207029236,1.91e+03
7675000,15350.000002209707,-7101.208285215791,-5595.625434530162,288.34359964175695,1.91e+03
7700000,15400.000002219893,-7106.982302238852,-5566.226890183863,295.0797171189474,1.91e+03
